image_id,label
ISIC_0028462,5
ISIC_0032547,4
ISIC_0025909,5
ISIC_0031941,4
ISIC_0025292,2
ISIC_0033423,5
ISIC_0026159,2
ISIC_0029214,5
ISIC_0034078,5
ISIC_0032441,4
ISIC_0030202,5
ISIC_0025191,5
ISIC_0024448,1
ISIC_0024744,5
ISIC_0027270,2
ISIC_0028430,5
ISIC_0030282,5
ISIC_0032718,4
ISIC_0031867,5
ISIC_0031383,5
ISIC_0033169,2
ISIC_0033350,5
ISIC_0029978,5
ISIC_0026000,5
ISIC_0029939,5
ISIC_0028723,5
ISIC_0031971,1
ISIC_0026886,5
ISIC_0025551,5
ISIC_0025612,6
ISIC_0032766,4
ISIC_0028613,5
ISIC_0033528,2
ISIC_0032559,4
ISIC_0028073,5
ISIC_0032644,5
ISIC_0027179,4
ISIC_0030134,4
ISIC_0025517,5
ISIC_0029378,5
ISIC_0026019,5
ISIC_0031398,5
ISIC_0028162,5
ISIC_0025673,5
ISIC_0031968,5
ISIC_0031706,6
ISIC_0024868,5
ISIC_0033090,5
ISIC_0030472,5
ISIC_0032466,4
ISIC_0028498,5
ISIC_0032816,1
ISIC_0033879,5
ISIC_0024684,5
ISIC_0030163,5
ISIC_0030828,4
ISIC_0027522,6
ISIC_0025258,5
ISIC_0032357,5
ISIC_0028695,5
ISIC_0030502,5
ISIC_0032257,5
ISIC_0028101,5
ISIC_0030913,5
ISIC_0033037,4
ISIC_0026191,5
ISIC_0026546,5
ISIC_0032997,2
ISIC_0024456,5
ISIC_0032443,5
ISIC_0026973,5
ISIC_0034279,5
ISIC_0027612,2
ISIC_0033445,5
ISIC_0030037,5
ISIC_0029084,5
ISIC_0028003,4
ISIC_0033566,5
ISIC_0031168,2
ISIC_0024657,5
ISIC_0026753,5
ISIC_0032822,5
ISIC_0031602,5
ISIC_0028787,5
ISIC_0033548,5
ISIC_0033413,0
ISIC_0032249,2
ISIC_0031466,5
ISIC_0032505,5
ISIC_0025162,5
ISIC_0030813,1
ISIC_0033671,5
ISIC_0029366,5
ISIC_0025468,5
ISIC_0026816,5
ISIC_0029541,0
ISIC_0031544,5
ISIC_0032595,5
ISIC_0027678,0
ISIC_0031750,5
ISIC_0032943,5
ISIC_0030338,5
ISIC_0025226,5
ISIC_0030010,1
ISIC_0034293,5
ISIC_0029755,1
ISIC_0029851,0
ISIC_0024632,1
ISIC_0028233,2
ISIC_0030509,5
ISIC_0033894,5
ISIC_0030483,5
ISIC_0029892,5
ISIC_0030794,0
ISIC_0031261,2
ISIC_0031084,5
ISIC_0025770,5
ISIC_0028655,4
ISIC_0026829,1
ISIC_0028421,5
ISIC_0024756,4
ISIC_0034185,5
ISIC_0033985,4
ISIC_0033839,5
ISIC_0025166,5
ISIC_0031344,3
ISIC_0028177,5
ISIC_0024549,5
ISIC_0026691,5
ISIC_0028345,5
ISIC_0028806,5
ISIC_0026990,5
ISIC_0028243,5
ISIC_0031441,5
ISIC_0028555,2
ISIC_0032074,5
ISIC_0026044,2
ISIC_0026320,5
ISIC_0032467,5
ISIC_0032932,6
ISIC_0027482,5
ISIC_0030332,5
ISIC_0029897,2
ISIC_0029647,1
ISIC_0029390,5
ISIC_0024319,5
ISIC_0025131,2
ISIC_0031696,5
ISIC_0029229,5
ISIC_0030456,5
ISIC_0025342,5
ISIC_0026664,4
ISIC_0024676,2
ISIC_0027239,2
ISIC_0028545,5
ISIC_0028834,5
ISIC_0029416,5
ISIC_0029695,5
ISIC_0032951,5
ISIC_0030550,5
ISIC_0030348,5
ISIC_0031831,2
ISIC_0026871,2
ISIC_0031148,5
ISIC_0029047,5
ISIC_0031509,5
ISIC_0034300,5
ISIC_0031605,5
ISIC_0025478,5
ISIC_0026151,5
ISIC_0026892,4
ISIC_0030447,5
ISIC_0027706,2
ISIC_0033059,5
ISIC_0030937,5
ISIC_0025241,5
ISIC_0031453,5
ISIC_0025323,5
ISIC_0029491,5
ISIC_0025723,5
ISIC_0030284,5
ISIC_0030744,2
ISIC_0033408,5
ISIC_0031501,5
ISIC_0025605,0
ISIC_0031042,5
ISIC_0031802,5
ISIC_0028175,5
ISIC_0032083,5
ISIC_0032876,2
ISIC_0030187,4
ISIC_0031269,5
ISIC_0026605,5
ISIC_0025237,5
ISIC_0029500,0
ISIC_0030663,5
ISIC_0025755,4
ISIC_0026265,2
ISIC_0027055,5
ISIC_0031805,5
ISIC_0026491,5
ISIC_0033715,5
ISIC_0025765,5
ISIC_0025448,5
ISIC_0027699,5
ISIC_0024823,4
ISIC_0029219,5
ISIC_0026010,5
ISIC_0030129,4
ISIC_0029031,2
ISIC_0028776,5
ISIC_0033030,5
ISIC_0030519,5
ISIC_0025585,5
ISIC_0026983,5
ISIC_0031336,5
ISIC_0029228,5
ISIC_0026834,5
ISIC_0034277,5
ISIC_0028203,5
ISIC_0024728,5
ISIC_0031017,2
ISIC_0034125,2
ISIC_0025902,5
ISIC_0029812,5
ISIC_0028279,5
ISIC_0026936,5
ISIC_0030880,5
ISIC_0033508,5
ISIC_0026974,5
ISIC_0026807,5
ISIC_0033638,4
ISIC_0026300,5
ISIC_0030120,5
ISIC_0032122,5
ISIC_0032871,5
ISIC_0027280,5
ISIC_0025159,5
ISIC_0026343,1
ISIC_0027453,5
ISIC_0026975,5
ISIC_0033774,5
ISIC_0031749,1
ISIC_0026991,5
ISIC_0034029,5
ISIC_0031574,5
ISIC_0026136,5
ISIC_0026403,5
ISIC_0031283,5
ISIC_0025209,2
ISIC_0030804,5
ISIC_0026836,5
ISIC_0033442,5
ISIC_0031755,5
ISIC_0025504,3
ISIC_0028383,5
ISIC_0024534,5
ISIC_0028379,5
ISIC_0029104,5
ISIC_0032339,5
ISIC_0028219,4
ISIC_0024490,2
ISIC_0032635,5
ISIC_0029486,6
ISIC_0025307,5
ISIC_0025375,5
ISIC_0029449,5
ISIC_0025444,5
ISIC_0031717,5
ISIC_0031302,5
ISIC_0033641,5
ISIC_0032610,4
ISIC_0028012,5
ISIC_0030018,5
ISIC_0031484,5
ISIC_0026718,5
ISIC_0033334,5
ISIC_0025220,5
ISIC_0029841,2
ISIC_0025433,1
ISIC_0030909,5
ISIC_0030719,5
ISIC_0032380,5
ISIC_0027352,4
ISIC_0033901,4
ISIC_0029412,1
ISIC_0028854,0
ISIC_0031128,5
ISIC_0027589,5
ISIC_0032475,5
ISIC_0028263,5
ISIC_0031436,2
ISIC_0025565,5
ISIC_0029036,2
ISIC_0033920,5
ISIC_0025334,5
ISIC_0027741,5
ISIC_0029041,0
ISIC_0027516,5
ISIC_0028148,4
ISIC_0032446,5
ISIC_0033288,5
ISIC_0025543,4
ISIC_0032186,5
ISIC_0029566,5
ISIC_0033653,4
ISIC_0027268,5
ISIC_0029151,5
ISIC_0024314,5
ISIC_0027853,5
ISIC_0032075,5
ISIC_0034251,5
ISIC_0026532,2
ISIC_0028977,2
ISIC_0030064,5
ISIC_0033475,5
ISIC_0025345,2
ISIC_0030391,4
ISIC_0030640,5
ISIC_0033928,5
ISIC_0028360,5
ISIC_0028574,5
ISIC_0030055,5
ISIC_0029415,5
ISIC_0032926,5
ISIC_0032089,5
ISIC_0029227,2
ISIC_0033492,5
ISIC_0027492,5
ISIC_0030368,5
ISIC_0028593,2
ISIC_0028339,5
ISIC_0032216,5
ISIC_0029904,5
ISIC_0026121,5
ISIC_0033501,5
ISIC_0024489,2
ISIC_0031899,5
ISIC_0029413,2
ISIC_0029650,5
ISIC_0025590,5
ISIC_0025519,2
ISIC_0033234,5
ISIC_0026876,6
ISIC_0026946,5
ISIC_0029152,5
ISIC_0027498,5
ISIC_0024703,5
ISIC_0025924,6
ISIC_0030508,5
ISIC_0024350,5
ISIC_0029877,6
ISIC_0030070,6
ISIC_0029979,5
ISIC_0026043,5
ISIC_0025725,5
ISIC_0034043,5
ISIC_0033705,0
ISIC_0024522,0
ISIC_0028618,5
ISIC_0033054,1
ISIC_0029266,5
ISIC_0030799,5
ISIC_0028089,5
ISIC_0026226,5
ISIC_0032714,5
ISIC_0027511,5
ISIC_0033667,5
ISIC_0032565,5
ISIC_0033709,2
ISIC_0033426,4
ISIC_0027041,2
ISIC_0033450,6
ISIC_0027597,5
ISIC_0033289,5
ISIC_0032351,5
ISIC_0031909,5
ISIC_0031948,5
ISIC_0030224,5
ISIC_0029141,0
ISIC_0031763,5
ISIC_0033568,4
ISIC_0029407,5
ISIC_0029558,4
ISIC_0029236,5
ISIC_0025494,5
ISIC_0032428,5
ISIC_0034000,4
ISIC_0025676,5
ISIC_0031262,5
ISIC_0026383,5
ISIC_0034146,5
ISIC_0028981,5
ISIC_0027914,5
ISIC_0027143,5
ISIC_0026030,5
ISIC_0030532,5
ISIC_0028190,0
ISIC_0031460,5
ISIC_0033711,5
ISIC_0029164,5
ISIC_0026496,1
ISIC_0028083,5
ISIC_0024993,5
ISIC_0026575,0
ISIC_0033401,2
ISIC_0029018,5
ISIC_0030008,5
ISIC_0029490,5
ISIC_0026494,5
ISIC_0030138,1
ISIC_0026224,5
ISIC_0026724,5
ISIC_0034101,4
ISIC_0025760,5
ISIC_0028365,5
ISIC_0025891,4
ISIC_0025679,5
ISIC_0028019,5
ISIC_0029801,2
ISIC_0033622,5
ISIC_0032672,4
ISIC_0025769,5
ISIC_0027945,5
ISIC_0033302,4
ISIC_0029199,5
ISIC_0028296,5
ISIC_0033458,6
ISIC_0028937,1
ISIC_0034092,4
ISIC_0033124,2
ISIC_0026800,5
ISIC_0032828,5
ISIC_0029016,5
ISIC_0032229,5
ISIC_0024467,5
ISIC_0028108,5
ISIC_0028220,4
ISIC_0034118,4
ISIC_0026119,5
ISIC_0033392,4
ISIC_0028955,5
ISIC_0027821,5
ISIC_0026709,0
ISIC_0033657,5
ISIC_0029599,5
ISIC_0024612,2
ISIC_0025772,5
ISIC_0032634,5
ISIC_0031851,2
ISIC_0032617,4
ISIC_0031795,4
ISIC_0027692,5
ISIC_0033864,5
ISIC_0029530,5
ISIC_0032060,5
ISIC_0025346,5
ISIC_0029900,0
ISIC_0032494,5
ISIC_0034320,5
ISIC_0031760,5
ISIC_0029524,1
ISIC_0032251,5
ISIC_0033529,2
ISIC_0032307,1
ISIC_0029629,5
ISIC_0029518,2
ISIC_0025916,5
ISIC_0030226,2
ISIC_0027191,5
ISIC_0033624,4
ISIC_0026315,5
ISIC_0028570,1
ISIC_0029191,5
ISIC_0025483,5
ISIC_0028740,5
ISIC_0025371,5
ISIC_0026161,5
ISIC_0026082,5
ISIC_0026723,5
ISIC_0028539,5
ISIC_0029940,5
ISIC_0033931,4
ISIC_0032834,1
ISIC_0033082,5
ISIC_0027092,5
ISIC_0027874,5
ISIC_0031930,5
ISIC_0026928,5
ISIC_0028980,1
ISIC_0028871,1
ISIC_0030587,5
ISIC_0028571,5
ISIC_0033612,4
ISIC_0030358,5
ISIC_0024511,0
ISIC_0031995,5
ISIC_0033874,4
ISIC_0030320,5
ISIC_0032803,5
ISIC_0032775,6
ISIC_0025382,5
ISIC_0031004,5
ISIC_0030471,5
ISIC_0033496,4
ISIC_0029799,5
ISIC_0030480,5
ISIC_0027721,4
ISIC_0027954,2
ISIC_0029301,2
ISIC_0024962,4
ISIC_0033312,4
ISIC_0024405,5
ISIC_0030306,5
ISIC_0031654,5
ISIC_0026321,1
ISIC_0024433,5
ISIC_0033929,5
ISIC_0033609,1
ISIC_0031813,5
ISIC_0027189,1
ISIC_0026980,5
ISIC_0030824,4
ISIC_0025009,5
ISIC_0033304,4
ISIC_0033539,2
ISIC_0026672,5
ISIC_0026286,2
ISIC_0025663,4
ISIC_0032489,5
ISIC_0030781,5
ISIC_0028703,5
ISIC_0028451,2
ISIC_0028605,5
ISIC_0026479,5
ISIC_0030106,4
ISIC_0026556,2
ISIC_0025017,5
ISIC_0029193,1
ISIC_0032264,5
ISIC_0025486,5
ISIC_0028705,5
ISIC_0033166,4
ISIC_0031764,5
ISIC_0025505,5
ISIC_0024595,1
ISIC_0032676,5
ISIC_0030380,5
ISIC_0026015,2
ISIC_0026694,4
ISIC_0029829,5
ISIC_0032310,5
ISIC_0029455,2
ISIC_0029619,5
ISIC_0027743,5
ISIC_0028979,5
ISIC_0031976,1
ISIC_0033672,5
ISIC_0025850,5
ISIC_0026033,5
ISIC_0031943,1
ISIC_0033725,4
ISIC_0031947,5
ISIC_0026787,2
ISIC_0025868,5
ISIC_0025076,2
ISIC_0028918,5
ISIC_0032270,6
ISIC_0033271,1
ISIC_0030334,5
ISIC_0028072,5
ISIC_0034263,4
ISIC_0029173,5
ISIC_0032456,2
ISIC_0025427,0
ISIC_0029921,5
ISIC_0034144,5
ISIC_0027932,5
ISIC_0030844,0
ISIC_0032336,5
ISIC_0031276,6
ISIC_0031201,6
ISIC_0027450,5
ISIC_0026051,5
ISIC_0026550,5
ISIC_0027006,2
ISIC_0027814,1
ISIC_0032571,5
ISIC_0030159,5
ISIC_0031366,5
ISIC_0034064,4
ISIC_0030946,5
ISIC_0029319,4
ISIC_0027996,2
ISIC_0028932,5
ISIC_0031025,4
ISIC_0026245,2
ISIC_0026013,5
ISIC_0025460,5
ISIC_0024822,5
ISIC_0030076,0
ISIC_0024876,5
ISIC_0032282,5
ISIC_0029127,5
ISIC_0024906,5
ISIC_0033250,5
ISIC_0033125,4
ISIC_0029023,5
ISIC_0032411,5
ISIC_0034243,4
ISIC_0032537,4
ISIC_0025815,5
ISIC_0028603,5
ISIC_0034309,5
ISIC_0034267,5
ISIC_0025896,5
ISIC_0027472,5
ISIC_0028216,5
ISIC_0032215,2
ISIC_0031884,5
ISIC_0026362,0
ISIC_0033251,5
ISIC_0030958,5
ISIC_0028886,5
ISIC_0028819,5
ISIC_0029930,0
ISIC_0033407,5
ISIC_0028099,5
ISIC_0025775,5
ISIC_0030808,5
ISIC_0032736,4
ISIC_0032171,5
ISIC_0030065,5
ISIC_0025567,2
ISIC_0026767,5
ISIC_0034226,5
ISIC_0029432,5
ISIC_0029871,5
ISIC_0026989,4
ISIC_0025052,5
ISIC_0024714,5
ISIC_0031182,5
ISIC_0026098,5
ISIC_0030534,5
ISIC_0025354,5
ISIC_0031040,0
ISIC_0031217,6
ISIC_0032145,5
ISIC_0028850,5
ISIC_0024938,5
ISIC_0030945,5
ISIC_0026173,5
ISIC_0025212,5
ISIC_0031564,5
ISIC_0029451,5
ISIC_0025739,5
ISIC_0032072,4
ISIC_0030036,0
ISIC_0031734,5
ISIC_0033999,4
ISIC_0029203,5
ISIC_0032624,4
ISIC_0028935,5
ISIC_0029901,5
ISIC_0029492,5
ISIC_0024394,5
ISIC_0025735,5
ISIC_0033283,5
ISIC_0028382,5
ISIC_0030574,1
ISIC_0030876,2
ISIC_0025499,5
ISIC_0032925,4
ISIC_0033899,2
ISIC_0028217,5
ISIC_0028724,5
ISIC_0029818,5
ISIC_0026881,5
ISIC_0024514,5
ISIC_0028604,5
ISIC_0028239,5
ISIC_0033678,4
ISIC_0033236,5
ISIC_0031970,5
ISIC_0025459,5
ISIC_0031349,2
ISIC_0033731,5
ISIC_0027934,5
ISIC_0028938,5
ISIC_0028314,0
ISIC_0033973,2
ISIC_0033332,5
ISIC_0025400,5
ISIC_0027864,5
ISIC_0031709,4
ISIC_0034109,5
ISIC_0033394,4
ISIC_0033726,5
ISIC_0031816,5
ISIC_0032980,5
ISIC_0032986,5
ISIC_0032488,5
ISIC_0031725,5
ISIC_0029446,5
ISIC_0030108,5
ISIC_0029170,4
ISIC_0029607,5
ISIC_0027540,5
ISIC_0026290,2
ISIC_0027340,5
ISIC_0028493,4
ISIC_0030545,5
ISIC_0028367,5
ISIC_0031190,5
ISIC_0034120,4
ISIC_0026636,5
ISIC_0026690,4
ISIC_0033818,5
ISIC_0031580,2
ISIC_0032823,4
ISIC_0024994,3
ISIC_0031438,5
ISIC_0032304,2
ISIC_0027085,5
ISIC_0028405,5
ISIC_0033007,5
ISIC_0026052,5
ISIC_0033362,4
ISIC_0029057,5
ISIC_0034242,4
ISIC_0032503,5
ISIC_0031668,5
ISIC_0030850,5
ISIC_0032674,5
ISIC_0025283,5
ISIC_0028349,5
ISIC_0029912,2
ISIC_0026109,5
ISIC_0034212,5
ISIC_0030019,5
ISIC_0028160,5
ISIC_0033388,5
ISIC_0027236,5
ISIC_0033096,5
ISIC_0028914,5
ISIC_0032501,5
ISIC_0030942,5
ISIC_0033017,4
ISIC_0024893,2
ISIC_0030017,5
ISIC_0025218,5
ISIC_0027788,1
ISIC_0031856,5
ISIC_0029192,1
ISIC_0031328,5
ISIC_0024697,5
ISIC_0024829,1
ISIC_0032168,2
ISIC_0033500,4
ISIC_0030871,5
ISIC_0031080,5
ISIC_0027793,4
ISIC_0024954,5
ISIC_0033112,5
ISIC_0026953,5
ISIC_0024569,5
ISIC_0026568,5
ISIC_0030529,5
ISIC_0031944,5
ISIC_0033232,4
ISIC_0024404,5
ISIC_0025674,4
ISIC_0025368,0
ISIC_0030726,5
ISIC_0026091,1
ISIC_0028964,1
ISIC_0029503,5
ISIC_0030060,4
ISIC_0030533,2
ISIC_0025646,5
ISIC_0027237,5
ISIC_0027709,5
ISIC_0030054,5
ISIC_0027090,1
ISIC_0026238,5
ISIC_0025856,2
ISIC_0033660,2
ISIC_0026641,5
ISIC_0030295,5
ISIC_0033643,4
ISIC_0032238,0
ISIC_0029684,5
ISIC_0031324,5
ISIC_0024709,2
ISIC_0028123,2
ISIC_0031426,5
ISIC_0026679,2
ISIC_0027691,5
ISIC_0032474,5
ISIC_0032038,5
ISIC_0026225,5
ISIC_0032214,4
ISIC_0025034,5
ISIC_0025918,5
ISIC_0028435,5
ISIC_0033838,5
ISIC_0027423,5
ISIC_0026581,5
ISIC_0025540,5
ISIC_0029615,5
ISIC_0025233,5
ISIC_0032864,5
ISIC_0032198,5
ISIC_0030235,5
ISIC_0029820,1
ISIC_0033513,5
ISIC_0033543,5
ISIC_0025339,2
ISIC_0032582,5
ISIC_0033400,2
ISIC_0033134,5
ISIC_0030597,5
ISIC_0028801,5
ISIC_0029107,2
ISIC_0030820,5
ISIC_0033661,5
ISIC_0029910,5
ISIC_0028945,5
ISIC_0027361,5
ISIC_0025369,5
ISIC_0024320,5
ISIC_0024543,5
ISIC_0030250,5
ISIC_0032225,1
ISIC_0029080,2
ISIC_0030776,5
ISIC_0031739,5
ISIC_0026368,5
ISIC_0025880,5
ISIC_0033359,5
ISIC_0030341,0
ISIC_0025066,2
ISIC_0028792,2
ISIC_0024788,5
ISIC_0032654,2
ISIC_0031719,6
ISIC_0025931,5
ISIC_0033721,5
ISIC_0031322,5
ISIC_0026859,5
ISIC_0034152,5
ISIC_0024915,2
ISIC_0032368,5
ISIC_0032059,5
ISIC_0030791,5
ISIC_0026218,5
ISIC_0034194,5
ISIC_0027553,5
ISIC_0030367,5
ISIC_0030149,5
ISIC_0034228,5
ISIC_0031945,2
ISIC_0026749,5
ISIC_0028837,5
ISIC_0030441,5
ISIC_0031151,5
ISIC_0025838,2
ISIC_0030435,5
ISIC_0033318,5
ISIC_0034163,5
ISIC_0029198,5
ISIC_0026470,5
ISIC_0030615,5
ISIC_0031443,3
ISIC_0034199,5
ISIC_0025882,5
ISIC_0024355,5
ISIC_0031611,5
ISIC_0030989,5
ISIC_0026977,5
ISIC_0025685,5
ISIC_0032618,2
ISIC_0025394,4
ISIC_0033819,4
ISIC_0030792,5
ISIC_0033275,4
ISIC_0032042,5
ISIC_0028525,2
ISIC_0030758,2
ISIC_0030629,5
ISIC_0032358,2
ISIC_0032574,5
ISIC_0028738,5
ISIC_0033073,4
ISIC_0029406,2
ISIC_0032788,5
ISIC_0029958,4
ISIC_0027254,0
ISIC_0027199,5
ISIC_0031988,5
ISIC_0030488,2
ISIC_0032165,5
ISIC_0032102,5
ISIC_0032265,4
ISIC_0027641,5
ISIC_0032415,1
ISIC_0027930,0
ISIC_0025954,3
ISIC_0028957,5
ISIC_0030059,5
ISIC_0026898,5
ISIC_0027791,5
ISIC_0033135,6
ISIC_0026252,5
ISIC_0027253,4
ISIC_0029089,4
ISIC_0026137,5
ISIC_0024769,5
ISIC_0028639,5
ISIC_0030040,5
ISIC_0033766,5
ISIC_0024491,5
ISIC_0026994,5
ISIC_0025692,5
ISIC_0033102,5
ISIC_0028259,5
ISIC_0024551,5
ISIC_0031673,5
ISIC_0029712,5
ISIC_0025287,5
ISIC_0032105,5
ISIC_0032930,5
ISIC_0024807,5
ISIC_0032248,4
ISIC_0025032,2
ISIC_0028347,2
ISIC_0026274,5
ISIC_0031800,5
ISIC_0028777,4
ISIC_0029578,3
ISIC_0025132,4
ISIC_0028141,5
ISIC_0024719,5
ISIC_0025175,5
ISIC_0031977,4
ISIC_0033946,4
ISIC_0030278,5
ISIC_0030676,5
ISIC_0029010,2
ISIC_0025321,6
ISIC_0024800,0
ISIC_0032776,2
ISIC_0026007,5
ISIC_0024362,5
ISIC_0032432,5
ISIC_0024958,4
ISIC_0025894,5
ISIC_0027140,5
ISIC_0027604,4
ISIC_0031974,5
ISIC_0029426,5
ISIC_0033484,5
ISIC_0025341,5
ISIC_0028447,5
ISIC_0028636,5
ISIC_0029726,4
ISIC_0025928,2
ISIC_0033850,5
ISIC_0033116,5
ISIC_0027225,5
ISIC_0027506,0
ISIC_0026482,5
ISIC_0028967,5
ISIC_0030185,5
ISIC_0025848,5
ISIC_0030511,1
ISIC_0032142,5
ISIC_0031766,2
ISIC_0029574,4
ISIC_0033154,4
ISIC_0032406,5
ISIC_0028458,5
ISIC_0029998,5
ISIC_0031187,5
ISIC_0025654,2
ISIC_0033357,5
ISIC_0029944,5
ISIC_0028374,5
ISIC_0026454,5
ISIC_0033798,5
ISIC_0029059,0
ISIC_0030381,5
ISIC_0025142,5
ISIC_0026177,5
ISIC_0030512,4
ISIC_0029019,5
ISIC_0027451,2
ISIC_0032032,5
ISIC_0027243,5
ISIC_0030872,5
ISIC_0031592,5
ISIC_0024942,5
ISIC_0030535,5
ISIC_0027703,5
ISIC_0027531,1
ISIC_0031543,4
ISIC_0032365,2
ISIC_0026728,2
ISIC_0028642,4
ISIC_0029611,5
ISIC_0030148,5
ISIC_0027762,5
ISIC_0028305,5
ISIC_0027445,5
ISIC_0025141,5
ISIC_0034248,5
ISIC_0027213,5
ISIC_0028991,5
ISIC_0025547,5
ISIC_0030400,5
ISIC_0032451,5
ISIC_0028906,5
ISIC_0024338,2
ISIC_0028472,5
ISIC_0032725,2
ISIC_0029613,2
ISIC_0026399,5
ISIC_0032543,5
ISIC_0029582,0
ISIC_0028191,5
ISIC_0030774,5
ISIC_0029575,4
ISIC_0024770,2
ISIC_0026434,5
ISIC_0028710,2
ISIC_0029213,2
ISIC_0029101,2
ISIC_0030768,2
ISIC_0032800,5
ISIC_0024604,5
ISIC_0026020,5
ISIC_0025200,5
ISIC_0027221,5
ISIC_0030473,5
ISIC_0025548,2
ISIC_0025065,5
ISIC_0034115,2
ISIC_0032348,2
ISIC_0026420,4
ISIC_0027803,5
ISIC_0026122,5
ISIC_0024725,5
ISIC_0033481,5
ISIC_0029747,1
ISIC_0025419,2
ISIC_0026661,2
ISIC_0029876,5
ISIC_0026823,4
ISIC_0025462,5
ISIC_0032723,4
ISIC_0032999,5
ISIC_0029307,5
ISIC_0030258,2
ISIC_0033006,5
ISIC_0026745,4
ISIC_0033878,4
ISIC_0028873,5
ISIC_0034128,5
ISIC_0025737,5
ISIC_0025114,5
ISIC_0027899,5
ISIC_0026450,5
ISIC_0027420,4
ISIC_0032626,4
ISIC_0024644,4
ISIC_0026987,5
ISIC_0030986,0
ISIC_0033756,5
ISIC_0029527,2
ISIC_0025254,5
ISIC_0026110,5
ISIC_0025794,5
ISIC_0026058,5
ISIC_0032073,5
ISIC_0030388,5
ISIC_0030016,5
ISIC_0029714,5
ISIC_0030073,5
ISIC_0028826,2
ISIC_0026296,4
ISIC_0033771,5
ISIC_0029795,5
ISIC_0029300,5
ISIC_0028297,5
ISIC_0033716,2
ISIC_0030848,5
ISIC_0029075,5
ISIC_0025079,5
ISIC_0027907,5
ISIC_0032070,4
ISIC_0032387,5
ISIC_0030899,5
ISIC_0032193,5
ISIC_0025294,5
ISIC_0024508,5
ISIC_0028381,0
ISIC_0034295,5
ISIC_0026803,2
ISIC_0034081,5
ISIC_0031658,5
ISIC_0030740,5
ISIC_0031636,5
ISIC_0029394,2
ISIC_0034213,5
ISIC_0024408,2
ISIC_0029848,5
ISIC_0031164,5
ISIC_0032350,5
ISIC_0026374,5
ISIC_0028325,4
ISIC_0033980,4
ISIC_0032738,5
ISIC_0026735,4
ISIC_0027334,0
ISIC_0029591,4
ISIC_0030798,4
ISIC_0030503,5
ISIC_0026810,5
ISIC_0028180,2
ISIC_0026995,1
ISIC_0028587,2
ISIC_0030626,5
ISIC_0030575,4
ISIC_0027561,4
ISIC_0030192,4
ISIC_0029226,5
ISIC_0028648,5
ISIC_0026557,5
ISIC_0024421,5
ISIC_0031929,0
ISIC_0032694,2
ISIC_0027119,5
ISIC_0025885,2
ISIC_0032425,4
ISIC_0029393,5
ISIC_0026344,5
ISIC_0028474,5
ISIC_0028115,5
ISIC_0027277,4
ISIC_0025149,5
ISIC_0028154,5
ISIC_0026584,5
ISIC_0031212,2
ISIC_0031457,3
ISIC_0034106,4
ISIC_0029232,2
ISIC_0029832,5
ISIC_0027594,5
ISIC_0030991,0
ISIC_0029969,5
ISIC_0026021,5
ISIC_0033404,5
ISIC_0034264,5
ISIC_0028638,5
ISIC_0034278,5
ISIC_0033602,5
ISIC_0028128,5
ISIC_0033417,5
ISIC_0028068,5
ISIC_0032783,5
ISIC_0032452,5
ISIC_0026854,5
ISIC_0034310,5
ISIC_0033053,5
ISIC_0034188,4
ISIC_0028895,5
ISIC_0025263,5
ISIC_0033596,5
ISIC_0026116,5
ISIC_0033527,5
ISIC_0028144,5
ISIC_0024680,5
ISIC_0028814,1
ISIC_0027497,5
ISIC_0024909,2
ISIC_0029636,5
ISIC_0029942,5
ISIC_0028487,5
ISIC_0026529,5
ISIC_0030021,3
ISIC_0030972,5
ISIC_0028167,5
ISIC_0028449,2
ISIC_0031836,1
ISIC_0031818,5
ISIC_0028103,4
ISIC_0026029,5
ISIC_0033516,5
ISIC_0027838,4
ISIC_0032741,1
ISIC_0028643,5
ISIC_0033577,5
ISIC_0032148,5
ISIC_0033487,4
ISIC_0027216,3
ISIC_0026101,5
ISIC_0027121,5
ISIC_0032858,5
ISIC_0028240,5
ISIC_0028342,5
ISIC_0027737,2
ISIC_0029894,5
ISIC_0033503,5
ISIC_0025671,5
ISIC_0033857,5
ISIC_0030356,4
ISIC_0027534,5
ISIC_0032071,5
ISIC_0026094,4
ISIC_0024407,5
ISIC_0026631,2
ISIC_0032023,5
ISIC_0029138,5
ISIC_0025319,0
ISIC_0033571,1
ISIC_0031086,5
ISIC_0024602,2
ISIC_0028902,5
ISIC_0025660,5
ISIC_0030005,2
ISIC_0028780,5
ISIC_0033221,5
ISIC_0027508,5
ISIC_0030890,5
ISIC_0024895,5
ISIC_0028592,5
ISIC_0030767,1
ISIC_0029502,4
ISIC_0025445,5
ISIC_0029360,0
ISIC_0027588,0
ISIC_0029072,5
ISIC_0029290,5
ISIC_0029756,5
ISIC_0029281,4
ISIC_0027536,0
ISIC_0029646,5
ISIC_0029751,5
ISIC_0026305,5
ISIC_0026495,5
ISIC_0025049,5
ISIC_0030515,5
ISIC_0026433,1
ISIC_0031050,2
ISIC_0032349,0
ISIC_0034073,5
ISIC_0031125,2
ISIC_0030800,1
ISIC_0025196,0
ISIC_0025006,5
ISIC_0029267,5
ISIC_0025616,4
ISIC_0029510,5
ISIC_0024309,5
ISIC_0032272,5
ISIC_0025044,5
ISIC_0032113,2
ISIC_0033245,4
ISIC_0027568,5
ISIC_0026525,0
ISIC_0029965,5
ISIC_0027832,4
